0.0, -137.1346, -7.73, -0.2073, 0.0
103.0, -132.1212, 0.0, 0.0317, 0.0
205.0, -93.6073, 0.0, 0.0294, 0.0
308.0, -55.1826, 0.0, 0.0445, 0.0
410.0, -35.9382, 0.0, 0.0854, 0.0
505.0, 150.5902, 0.0, -0.1347, 0.0
608.0, 122.7107, 0.0, -0.693, 0.0
711.0, -21.1591, 0.0, -0.1771, 0.0
804.0, -47.6509, 0.0, -0.0876, 0.0
907.0, -75.0498, 0.0, -0.1239, 0.0
1010.0, -73.4046, 0.0, -0.023, 0.0
1103.0, -185.1946, 0.0, -1.3872, 0.4
1206.0, -98.0714, 0.0, 0.4748, 0.8
1309.0, -65.7799, 0.0, 0.9252, 1.2
1412.0, 85.7978, 0.0, 0.4949, 1.7
1505.0, 129.1354, 0.0, 1.0889, 2.0
1608.0, 85.9939, 0.0, 1.117, 2.4
1711.0, 14.313, 0.0, 1.4785, 2.8
1804.0, -45.9249, 0.0, 1.8709, 3.2
1907.0, -18.4732, 0.0, 2.4392, 3.6
2010.0, -14.8098, 0.0, 2.6387, 4.0
2103.0, -70.2966, 0.0, 2.2717, 4.0
2206.0, -90.5425, 0.0, 2.3183, 4.0
2309.0, -101.4764, 0.0, 2.359, 4.0
2412.0, -84.6932, 0.0, 2.3217, 4.0
2505.0, -55.5506, 0.0, 2.51, 4.0
2608.0, -27.7863, 0.0, 2.6132, 4.0
2711.0, -16.6692, 0.0, 2.4682, 4.0
2805.0, 2.426, 0.0, 2.4945, 4.0
2908.0, 23.2365, 0.0, 2.576, 4.0
3011.0, 44.0798, 0.0, 2.6437, 4.0
3104.0, 57.9579, 0.0, 2.5828, 4.0
3207.0, 79.7991, 0.0, 2.629, 4.0
3310.0, 94.8146, 0.0, 2.6745, 4.0
3403.0, 116.1515, 0.0, 2.6244, 4.0
3506.0, 144.5854, 0.0, 2.5512, 4.0
3609.0, 163.8336, 0.0, 2.5513, 4.0
3712.0, 178.4403, 0.0, 2.6481, 4.0
3805.0, 175.1319, 0.0, 2.5832, 4.0
3908.0, 188.7655, 0.0, 2.7355, 4.0
4011.0, 200.4492, 0.0, 2.6612, 4.0
4104.0, 218.7537, 0.0, 2.6929, 4.0
4208.0, 254.0559, 0.0, 2.8899, 4.0
4311.0, 255.026, 0.0, 2.6979, 4.0
4404.0, 249.5443, 0.0, 2.5919, 4.0
4507.0, 231.5395, 0.0, 2.4929, 4.0
4610.0, 174.0848, 0.0, 2.5256, 4.0
4703.0, 119.4612, 0.0, 2.5205, 4.0
4806.0, 75.774, 0.0, 2.5683, 4.0
4909.0, 64.3785, 0.0, 2.6571, 4.0
5012.0, 56.2522, 0.0, 2.6263, 3.9
5105.0, 56.5077, 0.0, 2.3474, 3.6
5208.0, 51.1728, 0.0, 2.0276, 3.2
5312.0, 50.8601, 0.0, 1.7204, 2.7
5405.0, 49.9954, 0.0, 1.4512, 2.4
5508.0, 43.467, 0.0, 1.1017, 2.0
5611.0, 34.0321, 0.0, 0.8788, 1.6
5704.0, 55.3968, 0.0, 0.6345, 1.2
5807.0, 75.2352, 0.0, 0.5033, 0.8
5909.0, 67.8818, 0.0, 0.2783, 0.4
6013.0, 52.0515, 0.0, 0.0719, 0.0
6105.0, 42.9071, 0.0, 0.0164, 0.0
6209.0, 10.9267, 0.0, -0.0275, 0.0
6312.0, -84.0229, 0.0, -0.174, 0.0
6405.0, -164.9453, 0.0, -0.0903, 0.0
6508.0, -190.8148, 0.0, -0.0238, 0.0
6611.0, -164.1443, 0.0, -0.0399, 0.0
6704.0, -128.4976, 0.0, -0.0153, 0.0
6807.0, -92.2998, 0.0, -0.0159, 0.0
6910.0, -60.463, 0.0, -0.0072, 0.0
7012.0, -39.0236, -7.73, -0.0335, 0.0
7105.0, -31.7814, -7.7, -0.0431, 0.0
7209.0, 38.5451, -7.68, 0.757, 0.0
7303.0, -30.4846, -7.69, -0.1888, 0.0
7405.0, 44.6958, -7.61, 0.0767, 0.0
7509.0, 60.3772, -7.81, 0.031, 0.0
7611.0, 47.7615, -7.87, 0.0512, 0.0
7705.0, 140.3468, -7.89, -0.9496, 0.0
7809.0, 54.2496, -7.76, 0.0397, 0.0
7912.0, -104.4215, -7.48, -0.2441, 0.0
8005.0, -202.0349, -7.5, 0.0018, 0.0
8108.0, -223.4452, -7.63, -0.0108, 0.0
8211.0, -193.3868, -7.68, -0.003, 0.0
8304.0, -152.2047, -7.59, -0.0546, 0.0
8407.0, -110.1312, -7.71, -0.0766, 0.0
8510.0, -78.2659, -7.64, -0.0629, 0.0
8612.0, -56.4485, -7.54, -0.0715, 0.0
8705.0, -39.858, -7.71, -0.0751, 0.0
8808.0, -32.6016, -7.7, -0.0388, 0.0
8911.0, -25.7215, -7.88, -0.0267, 0.0
9004.0, -21.1491, -7.93, -0.0308, 0.0
9107.0, -16.0631, -7.98, -0.0136, 0.0
9210.0, -13.2154, -7.84, 0.0018, 0.0
9303.0, -11.056, -7.84, 0.0215, 0.0
9406.0, -10.1665, -7.67, 0.0296, 0.0
9509.0, -9.8564, -7.85, 0.0324, 0.0
9612.0, -9.7483, -7.75, 0.0334, 0.0
9705.0, -9.7128, -7.77, 0.0337, 0.0
9808.0, -9.6982, -7.6, 0.0338, 0.0
9911.0, -9.6931, -7.61, 0.0339, 0.0
10004.0, -9.6914, -7.71, 0.0339, 0.0
10107.0, -9.6907, -7.7, 0.0339, 0.0
