0.0, -33.8947, 2.19, 0.0114, 0.0
103.0, -29.865, 0.0, 0.0264, 0.0
198.0, -64.587, 0.0, -0.227, 0.0
301.0, -2.347, 0.0, -0.0653, 0.0
404.0, 61.9877, 0.0, 0.0774, 0.0
497.0, 105.4066, 0.0, 0.08, 0.0
600.0, 94.2833, 0.0, 0.0221, 0.0
702.0, 58.9716, 0.0, 0.0341, 0.0
795.0, -76.0028, 0.0, -0.521, 0.0
898.0, -124.2243, 0.0, -0.2476, 0.0
1001.0, -135.2636, 0.4, -0.0473, 0.0
1103.0, -112.087, 41.6, -0.081, 0.0
1197.0, -89.9413, 78.8, -0.0446, 0.0
1299.0, -62.78, 120.0, 0.0048, 0.0
1403.0, -141.2361, 161.2, -1.2342, 0.0
1498.0, 61.4827, 199.2, 0.1385, 0.0
1602.0, 194.3319, 240.8, -0.0235, 0.0
1695.0, 214.783, 278.0, -0.0226, 0.0
1799.0, 237.4686, 319.6, 0.0093, 0.0
1902.0, 247.7036, 360.8, -0.0236, 0.0
1995.0, 274.8607, 398.0, 0.0436, 0.0
2098.0, 324.9029, 400.0, -0.0561, 0.0
2202.0, 436.845, 400.0, 0.299, 0.0
2296.0, 480.2212, 400.0, 0.0437, 0.0
2400.0, 517.7807, 400.0, 0.1088, 0.0
2504.0, 547.5054, 400.0, 0.0863, 0.0
2598.0, 586.1211, 400.0, 0.0334, 0.0
2702.0, 556.5355, 400.0, 0.1267, 0.0
2796.0, 532.2655, 400.0, -0.1996, 0.0
2900.0, 523.2479, 400.0, 0.0239, 0.0
3004.0, 535.4194, 400.0, -0.0842, 0.0
3098.0, 522.7232, 400.0, 0.0246, 0.0
3202.0, 470.1354, 400.0, -0.0184, 0.0
3296.0, 475.0967, 400.0, 0.0926, 0.0
3400.0, 451.2696, 400.0, 0.0323, 0.0
3504.0, 452.3999, 400.0, 0.0113, 0.0
3598.0, 448.6128, 400.0, -0.052, 0.0
3702.0, 438.4389, 400.0, 0.0248, 0.0
3796.0, 434.0449, 400.0, 0.0626, 0.0
3900.0, 430.0467, 400.0, 0.0348, 0.0
4004.0, 420.4853, 400.0, 0.0555, 0.0
4098.0, 414.1908, 400.0, -0.0301, 0.0
4202.0, 424.4367, 400.0, -0.0, 0.0
4296.0, 416.5746, 400.0, 0.0227, 0.0
4399.0, 420.2061, 400.0, 0.0291, 0.0
4503.0, 417.0514, 400.0, 0.1206, 0.0
4597.0, 426.9622, 400.0, 0.0854, 0.0
4701.0, 429.0047, 400.0, 0.0952, 0.0
4795.0, 434.9035, 400.0, -0.0818, 0.0
4899.0, 430.4556, 400.0, -0.0037, 0.0
5003.0, 441.5303, 398.8, 0.0683, 0.0
5097.0, 439.6826, 361.2, 0.0265, 0.0
5201.0, 444.7475, 319.6, 0.0788, 0.0
5295.0, 470.0474, 282.0, -0.0554, 0.0
5399.0, 449.509, 240.4, -0.0193, 0.0
5503.0, 408.9081, 198.8, 0.024, 0.0
5597.0, 362.8202, 161.2, 0.0443, 0.0
5700.0, 295.955, 120.0, -0.0611, 0.0
5804.0, 217.8207, 78.4, -0.0122, 0.0
5897.0, 142.8894, 41.2, 0.0407, 0.0
6000.0, 55.4962, 0.0, 0.1533, 0.0
6103.0, -101.7944, 0.0, -0.0189, 0.0
6197.0, -227.268, 0.0, -0.0184, 0.0
6300.0, -265.386, 0.0, -0.0606, 0.0
6403.0, -291.6713, 0.0, -0.0548, 0.0
6496.0, -289.0653, 0.0, -0.0152, 0.0
6599.0, -270.5606, 0.0, 0.0138, 0.0
6702.0, -244.3806, 0.0, 0.0087, 0.0
6796.0, -226.3037, 0.0, -0.0042, 0.0
6899.0, -193.5533, 0.0, -0.0309, 0.0
7002.0, -156.4426, 0.0, -0.0219, 0.0
7095.0, -125.1608, 2.13, -0.0088, 0.0
7198.0, -93.1752, 2.11, 0.0318, 0.0
7301.0, -63.8686, 2.1, 0.0115, 0.0
7403.0, -40.7428, 2.16, -0.0059, 0.0
7496.0, -28.9365, 2.12, -0.05, 0.0
7600.0, 84.116, 2.11, 0.4503, 0.0
