0.0, -111.2909, -13.16, 0.0373, 0.0
103.0, -82.2477, 0.0, -0.0111, 0.0
206.0, -55.7427, 0.0, 0.0043, 0.0
308.0, -35.6164, 0.0, -0.0134, 0.0
400.0, -27.8044, 0.0, -0.0266, 0.0
502.0, -24.5864, 0.0, -0.0321, 0.0
604.0, -23.4644, 0.0, -0.034, 0.0
708.0, 17.6943, 0.0, 0.0073, 0.0
801.0, 40.5691, 0.0, -0.0274, 0.0
903.0, 39.924, 0.0, -0.0595, 0.0
1006.0, 32.5262, 1.6, -0.0341, 0.0
1100.0, 15.5113, 20.2, 0.1445, 0.4
1203.0, -37.5278, 40.8, 0.3255, 0.8
1307.0, -96.3914, 61.6, 0.6696, 1.2
1401.0, -125.2596, 80.4, 0.9682, 1.6
1505.0, -188.1417, 101.2, 0.6113, 2.0
1599.0, -30.2439, 120.0, 1.2701, 2.4
1701.0, 97.3055, 140.6, 2.9769, 2.8
1805.0, 176.6881, 161.2, 1.831, 3.2
1908.0, 147.6274, 181.8, 2.0308, 3.6
2001.0, 127.9963, 200.0, 2.2763, 4.0
2104.0, 111.8406, 200.0, 2.4025, 4.0
2207.0, 139.2943, 200.0, 2.5616, 4.0
2300.0, 157.5181, 200.0, 2.6298, 4.0
2403.0, 223.6221, 200.0, 2.8104, 4.0
2506.0, 324.3198, 200.0, 2.8007, 4.0
2599.0, 436.3331, 200.0, 3.0954, 4.0
2702.0, 507.2201, 200.0, 3.1256, 4.0
2805.0, 480.7075, 200.0, 2.9153, 4.0
2908.0, 419.6455, 200.0, 2.9974, 4.0
3002.0, 405.7224, 200.0, 3.0692, 4.0
3105.0, 360.2659, 200.0, 2.9561, 4.0
3208.0, 342.4951, 200.0, 2.9648, 4.0
3302.0, 323.3889, 200.0, 2.8016, 4.0
3405.0, 300.7234, 200.0, 2.9348, 4.0
3499.0, 283.5655, 200.0, 2.8889, 4.0
3602.0, 273.0778, 200.0, 2.9293, 4.0
3705.0, 278.4279, 200.0, 2.8334, 4.0
3799.0, 300.3097, 200.0, 2.9966, 4.0
3902.0, 311.2788, 200.0, 2.8013, 4.0
4005.0, 308.0872, 200.0, 2.9379, 4.0
4108.0, 304.7735, 200.0, 2.9621, 4.0
4202.0, 312.7951, 200.0, 3.1021, 4.0
4306.0, 307.6687, 200.0, 2.8789, 4.0
4400.0, 321.2042, 200.0, 2.968, 4.0
4504.0, 322.976, 200.0, 2.8987, 4.0
4608.0, 327.9694, 200.0, 2.9821, 4.0
4702.0, 322.4633, 200.0, 2.9661, 4.0
4806.0, 346.7987, 200.0, 3.1393, 4.0
4900.0, 316.6579, 200.0, 2.7527, 4.0
5004.0, 303.1392, 199.0, 3.0189, 4.0
5108.0, 288.472, 178.2, 2.6338, 3.6
5202.0, 278.1755, 159.4, 2.3954, 3.2
5306.0, 273.4441, 138.6, 2.1872, 2.8
5400.0, 255.2448, 119.8, 1.8319, 2.4
5504.0, 244.7134, 99.0, 1.554, 2.0
5608.0, 251.1216, 78.2, 1.2955, 1.6
5702.0, 233.6217, 59.4, 0.9787, 1.2
5806.0, 205.2147, 38.6, 0.6608, 0.8
5900.0, 179.2151, 19.8, 0.4467, 0.4
6004.0, 135.0706, 0.0, 0.062, 0.0
6106.0, 85.3478, 0.0, -0.0841, 0.0
6200.0, 48.5574, 0.0, -0.1794, 0.0
6304.0, -113.7468, 0.0, -0.0644, 0.0
6407.0, -226.9418, 0.0, -0.0537, 0.0
6500.0, -234.3323, 0.0, 0.0278, 0.0
6603.0, -211.6811, 0.0, -0.0158, 0.0
6707.0, -187.2007, 0.0, 0.0133, 0.0
6800.0, -160.7976, 0.0, -0.0135, 0.0
6903.0, -127.3124, 0.0, 0.0163, 0.0
7006.0, -95.0768, 0.0, 0.0157, 0.0
7108.0, -65.8998, -13.04, 0.0306, 0.0
7202.0, -44.0361, -13.02, 0.0277, 0.0
7304.0, -26.7675, -13.01, -0.0019, 0.0
7407.0, -20.1218, -13.12, -0.0047, 0.0
7500.0, -17.9424, -12.94, -0.0056, 0.0
7603.0, -17.0447, -13.03, -0.006, 0.0
7707.0, 22.4203, -13.0, 0.0142, 0.0
7800.0, 44.9393, -13.0, 0.0356, 0.0
7902.0, 41.2717, -13.17, 0.0341, 0.0
8005.0, 38.9519, -13.07, 0.0287, 0.0
8099.0, -6.9268, -13.09, 0.0722, 0.0
8202.0, -69.5611, -13.23, -0.0319, 0.0
8305.0, -79.146, -13.02, -0.0129, 0.0
8407.0, -84.9583, -13.12, -0.0401, 0.0
8501.0, -75.6222, -13.06, -0.0513, 0.0
8604.0, -57.4356, -13.05, -0.0895, 0.0
8706.0, -41.7678, -12.76, -0.035, 0.0
8799.0, -34.3139, -12.9, 0.0105, 0.0
8902.0, -31.2434, -12.9, 0.0292, 0.0
9006.0, 28.3709, -13.03, 0.2057, 0.0
9099.0, 117.8968, -13.12, 0.0225, 0.0
9201.0, 95.2795, -13.18, 0.018, 0.0
9304.0, 54.5291, -13.16, -0.0078, 0.0
